FIPS,State,Area name,Population 2020,Population 2021
25005,MA,Bristol County,"579,200","580,164"
25007,MA,Dukes County,"20,600","21,097"
25009,MA,Essex County,"809,829","807,074"
25011,MA,Franklin County,"71,029","71,015"
25013,MA,Hampden County,"465,825","462,718"
25015,MA,Hampshire County,"162,308","161,572"
25017,MA,Middlesex County,"1,632,002","1,614,742"
25019,MA,Nantucket County,"14,255","14,491"
25021,MA,Norfolk County,"725,981","724,505"
25023,MA,Plymouth County,"530,819","533,003"
25025,MA,Suffolk County,"797,936","771,245"
25027,MA,Worcester County,"862,111","862,029"
26000,MI,Michigan,"10,077,331","10,050,811"
26001,MI,Alcona County,"10,167","10,235"
26003,MI,Alger County,"8,842","8,821"
26005,MI,Allegan County,"120,502","120,950"
26007,MI,Alpena County,"28,907","28,893"
26009,MI,Antrim County,"23,431","23,813"
26011,MI,Arenac County,"15,002","14,975"
26013,MI,Baraga County,"8,158","8,215"
26015,MI,Barry County,"62,423","62,992"
26017,MI,Bay County,"103,856","102,985"
26019,MI,Benzie County,"17,970","18,223"
26021,MI,Berrien County,"154,316","153,101"
26023,MI,Branch County,"44,862","44,985"
26025,MI,Calhoun County,"134,310","133,819"
26027,MI,Cass County,"51,589","51,483"
26029,MI,Charlevoix County,"26,054","26,086"
26031,MI,Cheboygan County,"25,579","25,752"
26033,MI,Chippewa County,"36,785","36,816"
26035,MI,Clare County,"30,856","31,065"
26037,MI,Clinton County,"79,128","79,426"
26039,MI,Crawford County,"12,988","13,204"
26041,MI,Delta County,"36,903","36,826"
26043,MI,Dickinson County,"25,947","25,787"
26045,MI,Eaton County,"109,175","108,944"
26047,MI,Emmet County,"34,112","34,225"
26049,MI,Genesee County,"406,211","404,208"
26051,MI,Gladwin County,"25,386","25,485"
26053,MI,Gogebic County,"14,380","14,361"
26055,MI,Grand Traverse County,"95,238","95,860"
26057,MI,Gratiot County,"41,761","41,544"
26059,MI,Hillsdale County,"45,746","45,546"
26061,MI,Houghton County,"37,361","37,313"
26063,MI,Huron County,"31,407","31,252"
26065,MI,Ingham County,"284,900","284,034"
26067,MI,Ionia County,"66,804","67,197"
26069,MI,Iosco County,"25,237","25,369"
26071,MI,Iron County,"11,631","11,635"
26073,MI,Isabella County,"64,394","64,813"
26075,MI,Jackson County,"160,366","160,050"
26077,MI,Kalamazoo County,"261,670","261,108"
26079,MI,Kalkaska County,"17,939","17,979"
26081,MI,Kent County,"657,974","658,046"
26083,MI,Keweenaw County,"2,046","2,107"
26085,MI,Lake County,"12,096","12,308"
26087,MI,Lapeer County,"88,619","88,513"
26089,MI,Leelanau County,"22,301","22,623"
26091,MI,Lenawee County,"99,423","98,956"
26093,MI,Livingston County,"193,866","195,014"
26095,MI,Luce County,"5,339","5,309"
26097,MI,Mackinac County,"10,834","10,906"
26099,MI,Macomb County,"881,217","876,792"
26101,MI,Manistee County,"25,032","25,350"
26103,MI,Marquette County,"66,017","66,103"
26105,MI,Mason County,"29,052","29,383"
26107,MI,Mecosta County,"39,714","40,031"
26109,MI,Menominee County,"23,502","23,299"
26111,MI,Midland County,"83,494","83,457"
26113,MI,Missaukee County,"15,052","15,130"
26115,MI,Monroe County,"154,809","155,274"
26117,MI,Montcalm County,"66,614","67,220"
26119,MI,Montmorency County,"9,153","9,297"
26121,MI,Muskegon County,"175,824","176,511"
26123,MI,Newaygo County,"49,978","50,296"
26125,MI,Oakland County,"1,274,395","1,270,017"
26127,MI,Oceana County,"26,659","26,815"
26129,MI,Ogemaw County,"20,770","20,726"
26131,MI,Ontonagon County,"5,816","5,868"
26133,MI,Osceola County,"22,891","23,105"
26135,MI,Oscoda County,"8,219","8,311"
26137,MI,Otsego County,"25,091","25,289"
26139,MI,Ottawa County,"296,200","299,157"
26141,MI,Presque Isle County,"12,982","13,093"
26143,MI,Roscommon County,"23,459","23,633"
26145,MI,Saginaw County,"190,124","189,591"
26147,MI,St. Clair County,"160,383","160,053"
26149,MI,St. Joseph County,"60,939","60,758"
26151,MI,Sanilac County,"40,611","40,506"
26153,MI,Schoolcraft County,"8,047","8,030"
26155,MI,Shiawassee County,"68,094","67,877"
26157,MI,Tuscola County,"53,323","52,917"
26159,MI,Van Buren County,"75,587","75,658"
26161,MI,Washtenaw County,"372,258","369,390"
26163,MI,Wayne County,"1,793,561","1,774,816"
26165,MI,Wexford County,"33,673","33,901"
27000,MN,Minnesota,"5,706,494","5,707,390"
27001,MN,Aitkin County,"15,697","15,887"
27003,MN,Anoka County,"363,887","367,018"
27005,MN,Becker County,"35,183","35,219"
27007,MN,Beltrami County,"46,228","46,380"
27009,MN,Benton County,"41,379","41,459"
27011,MN,Big Stone County,"5,166","5,145"
27013,MN,Blue Earth County,"69,112","69,280"
27015,MN,Brown County,"25,912","25,819"
27017,MN,Carlton County,"36,207","36,409"
27019,MN,Carver County,"106,922","108,626"
27021,MN,Cass County,"30,066","30,639"
27023,MN,Chippewa County,"12,598","12,357"
27025,MN,Chisago County,"56,621","57,469"
27027,MN,Clay County,"65,318","65,574"
27029,MN,Clearwater County,"8,524","8,576"
27031,MN,Cook County,"5,600","5,617"
27033,MN,Cottonwood County,"11,517","11,569"
27035,MN,Crow Wing County,"66,123","67,270"
27037,MN,Dakota County,"439,882","442,038"
27039,MN,Dodge County,"20,867","20,935"
27041,MN,Douglas County,"39,006","39,238"
27043,MN,Faribault County,"13,921","13,909"
27045,MN,Fillmore County,"21,228","21,271"
27047,MN,Freeborn County,"30,895","30,749"
27049,MN,Goodhue County,"47,582","47,968"
27051,MN,Grant County,"6,074","6,153"
27053,MN,Hennepin County,"1,281,565","1,267,416"
27055,MN,Houston County,"18,843","18,778"
27057,MN,Hubbard County,"21,344","21,715"
27059,MN,Isanti County,"41,135","41,906"
27061,MN,Itasca County,"45,014","45,070"
27063,MN,Jackson County,"9,989","9,990"
27065,MN,Kanabec County,"16,032","16,159"
27067,MN,Kandiyohi County,"43,732","43,767"
27069,MN,Kittson County,"4,207","4,146"
27071,MN,Koochiching County,"12,062","11,941"
27073,MN,Lac qui Parle County,"6,719","6,684"
27075,MN,Lake County,"10,905","10,986"
27077,MN,Lake of the Woods County,"3,763","3,823"
27079,MN,Le Sueur County,"28,674","28,841"
27081,MN,Lincoln County,"5,640","5,567"
27083,MN,Lyon County,"25,269","25,231"
27085,MN,McLeod County,"36,771","36,735"
27087,MN,Mahnomen County,"5,411","5,414"
27089,MN,Marshall County,"9,040","8,988"
27091,MN,Martin County,"20,025","19,915"
27093,MN,Meeker County,"23,400","23,376"
27095,MN,Mille Lacs County,"26,459","26,867"
27097,MN,Morrison County,"34,010","33,992"
27099,MN,Mower County,"40,029","40,158"
27101,MN,Murray County,"8,179","8,144"
27103,MN,Nicollet County,"34,454","34,332"
27105,MN,Nobles County,"22,290","21,991"
27107,MN,Norman County,"6,441","6,416"
27109,MN,Olmsted County,"162,847","163,436"
27111,MN,Otter Tail County,"60,081","60,046"
27113,MN,Pennington County,"13,992","13,780"
27115,MN,Pine County,"28,876","29,302"
27117,MN,Pipestone County,"9,424","9,313"
27119,MN,Polk County,"31,192","30,757"
27121,MN,Pope County,"11,308","11,403"
27123,MN,Ramsey County,"552,352","543,257"
27125,MN,Red Lake County,"3,935","3,933"
27127,MN,Redwood County,"15,425","15,366"
27129,MN,Renville County,"14,723","14,608"
27131,MN,Rice County,"67,097","67,262"
27133,MN,Rock County,"9,704","9,680"
27135,MN,Roseau County,"15,331","15,258"
27137,MN,St. Louis County,"200,231","199,182"
27139,MN,Scott County,"150,928","153,268"
27141,MN,Sherburne County,"97,183","99,074"
27143,MN,Sibley County,"14,836","14,917"
27145,MN,Stearns County,"158,292","158,947"
27147,MN,Steele County,"37,406","37,349"
27149,MN,Stevens County,"9,671","9,700"
27151,MN,Swift County,"9,838","9,749"
27153,MN,Todd County,"25,262","25,237"
27155,MN,Traverse County,"3,360","3,286"
27157,MN,Wabasha County,"21,387","21,509"
27159,MN,Wadena County,"14,065","14,177"
27161,MN,Waseca County,"18,968","19,000"
27163,MN,Washington County,"267,568","272,256"
27165,MN,Watonwan County,"11,253","11,135"
27167,MN,Wilkin County,"6,506","6,395"
27169,MN,Winona County,"49,671","49,630"
27171,MN,Wright County,"141,337","144,845"
27173,MN,Yellow Medicine County,"9,528","9,411"
28000,MS,Mississippi,"2,961,279","2,949,965"
28001,MS,Adams County,"29,538","28,742"
28003,MS,Alcorn County,"34,740","34,349"
28005,MS,Amite County,"12,720","12,637"
28007,MS,Attala County,"17,889","17,742"
28009,MS,Benton County,"7,646","7,646"
28011,MS,Bolivar County,"30,985","30,308"
28013,MS,Calhoun County,"13,266","13,018"
28015,MS,Carroll County,"9,998","9,879"
28017,MS,Chickasaw County,"17,106","17,011"
28019,MS,Choctaw County,"8,246","8,106"
28021,MS,Claiborne County,"9,135","8,908"
28023,MS,Clarke County,"15,615","15,421"
28025,MS,Clay County,"18,636","18,535"
28027,MS,Coahoma County,"21,390","20,810"
28029,MS,Copiah County,"28,368","27,995"
28031,MS,Covington County,"18,340","18,279"
28033,MS,DeSoto County,"185,314","188,633"
28035,MS,Forrest County,"78,158","77,875"
28037,MS,Franklin County,"7,675","7,676"
28039,MS,George County,"24,350","24,762"
28041,MS,Greene County,"13,530","13,630"
28043,MS,Grenada County,"21,629","21,365"
28045,MS,Hancock County,"46,053","46,055"
28047,MS,Harrison County,"208,621","209,396"
28049,MS,Hinds County,"227,742","222,679"
28051,MS,Holmes County,"17,000","16,496"
28053,MS,Humphreys County,"7,785","7,551"
28055,MS,Issaquena County,"1,338","1,280"
28057,MS,Itawamba County,"23,863","23,838"
28059,MS,Jackson County,"143,252","143,987"
28061,MS,Jasper County,"16,367","16,291"
28063,MS,Jefferson County,"7,260","7,205"
28065,MS,Jefferson Davis County,"11,321","11,134"
28067,MS,Jones County,"67,246","66,744"
28069,MS,Kemper County,"8,988","8,829"
28071,MS,Lafayette County,"55,813","56,884"
28073,MS,Lamar County,"64,222","65,353"
28075,MS,Lauderdale County,"72,984","72,088"
28077,MS,Lawrence County,"12,016","11,812"
28079,MS,Leake County,"21,275","21,196"
28081,MS,Lee County,"83,343","82,883"
28083,MS,Leflore County,"28,339","27,557"
28085,MS,Lincoln County,"34,907","34,943"
28087,MS,Lowndes County,"58,879","58,150"
28089,MS,Madison County,"109,145","109,813"
28091,MS,Marion County,"24,441","24,378"
28093,MS,Marshall County,"33,752","33,725"
28095,MS,Monroe County,"34,180","33,883"
28097,MS,Montgomery County,"9,822","9,729"
28099,MS,Neshoba County,"29,087","28,993"
28101,MS,Newton County,"21,291","21,056"
28103,MS,Noxubee County,"10,285","10,123"
28105,MS,Oktibbeha County,"51,788","51,842"
28107,MS,Panola County,"33,208","32,851"
28109,MS,Pearl River County,"56,145","56,503"
28111,MS,Perry County,"11,511","11,571"
28113,MS,Pike County,"40,324","39,973"
28115,MS,Pontotoc County,"31,184","31,445"
28117,MS,Prentiss County,"25,008","24,996"
28119,MS,Quitman County,"6,176","5,935"
28121,MS,Rankin County,"157,031","158,096"
28123,MS,Scott County,"27,990","27,598"
28125,MS,Sharkey County,"3,800","3,663"
28127,MS,Simpson County,"25,949","25,750"
28129,MS,Smith County,"14,209","14,191"
28131,MS,Stone County,"18,333","18,644"
28133,MS,Sunflower County,"25,971","25,402"
28135,MS,Tallahatchie County,"12,715","12,366"
28137,MS,Tate County,"28,064","28,234"
28139,MS,Tippah County,"21,815","21,635"
28141,MS,Tishomingo County,"18,850","18,750"
28143,MS,Tunica County,"9,782","9,696"
28145,MS,Union County,"27,777","27,953"
28147,MS,Walthall County,"13,884","13,836"
28149,MS,Warren County,"44,722","43,579"
28151,MS,Washington County,"44,922","43,687"
28153,MS,Wayne County,"19,779","19,709"
28155,MS,Webster County,"9,926","9,983"
28157,MS,Wilkinson County,"8,587","8,315"
28159,MS,Winston County,"17,714","17,596"
28161,MS,Yalobusha County,"12,481","12,415"
28163,MS,Yazoo County,"26,743","26,373"
29000,MO,Missouri,"6,154,913","6,168,187"
29001,MO,Adair County,"25,314","25,185"
29003,MO,Andrew County,"18,135","18,002"
29005,MO,Atchison County,"5,305","5,234"
29007,MO,Audrain County,"24,962","24,982"
29009,MO,Barry County,"34,534","34,712"
29011,MO,Barton County,"11,637","11,658"
29013,MO,Bates County,"16,042","16,105"
29015,MO,Benton County,"19,394","19,908"
29017,MO,Bollinger County,"10,567","10,556"
29019,MO,Boone County,"183,610","185,840"
29021,MO,Buchanan County,"84,793","83,853"
29023,MO,Butler County,"42,130","42,101"
29025,MO,Caldwell County,"8,815","8,897"
29027,MO,Callaway County,"44,283","44,638"
29029,MO,Camden County,"42,745","43,436"
29031,MO,Cape Girardeau County,"81,710","82,113"
29033,MO,Carroll County,"8,495","8,376"
29035,MO,Carter County,"5,202","5,320"
29037,MO,Cass County,"107,824","109,638"
29039,MO,Cedar County,"14,188","14,496"
29041,MO,Chariton County,"7,408","7,356"
29043,MO,Christian County,"88,842","91,499"
29045,MO,Clark County,"6,634","6,736"
29047,MO,Clay County,"253,335","255,518"
29049,MO,Clinton County,"21,184","21,287"
29051,MO,Cole County,"77,279","77,205"
29053,MO,Cooper County,"17,103","17,115"
29055,MO,Crawford County,"23,056","22,807"
29057,MO,Dade County,"7,569","7,599"
29059,MO,Dallas County,"17,071","17,341"
29061,MO,Daviess County,"8,430","8,399"
29063,MO,DeKalb County,"11,029","11,098"
29065,MO,Dent County,"14,421","14,432"
29067,MO,Douglas County,"11,578","11,732"
29069,MO,Dunklin County,"28,283","27,717"
29071,MO,Franklin County,"104,682","105,231"
29073,MO,Gasconade County,"14,794","14,791"
29075,MO,Gentry County,"6,162","6,173"
29077,MO,Greene County,"298,915","300,865"
29079,MO,Grundy County,"9,808","9,720"
29081,MO,Harrison County,"8,157","8,164"
29083,MO,Henry County,"21,946","22,206"
29085,MO,Hickory County,"8,279","8,607"
29087,MO,Holt County,"4,223","4,226"
29089,MO,Howard County,"10,151","10,168"
29091,MO,Howell County,"39,750","39,975"
29093,MO,Iron County,"9,537","9,408"
29095,MO,Jackson County,"717,204","716,862"
29097,MO,Jasper County,"122,761","123,155"
29099,MO,Jefferson County,"226,739","227,771"
29101,MO,Johnson County,"54,013","54,150"
29103,MO,Knox County,"3,744","3,808"
29105,MO,Laclede County,"36,039","36,133"
29107,MO,Lafayette County,"32,984","32,817"
29109,MO,Lawrence County,"38,001","38,321"
29111,MO,Lewis County,"10,032","10,000"
29113,MO,Lincoln County,"59,574","61,586"
29115,MO,Linn County,"11,874","11,843"
29117,MO,Livingston County,"14,557","14,755"
29119,MO,McDonald County,"23,303","23,383"
29121,MO,Macon County,"15,209","15,183"
29123,MO,Madison County,"12,626","12,652"
29125,MO,Maries County,"8,432","8,406"
29127,MO,Marion County,"28,525","28,518"
29129,MO,Mercer County,"3,538","3,488"
29131,MO,Miller County,"24,722","24,909"
29133,MO,Mississippi County,"12,577","12,538"
29135,MO,Moniteau County,"15,473","15,484"
29137,MO,Monroe County,"8,666","8,712"
29139,MO,Montgomery County,"11,322","11,415"
29141,MO,Morgan County,"21,006","21,379"
29143,MO,New Madrid County,"16,434","16,035"
29145,MO,Newton County,"58,648","59,386"
29147,MO,Nodaway County,"21,241","21,160"
29149,MO,Oregon County,"8,635","8,631"
29151,MO,Osage County,"13,274","13,379"
29153,MO,Ozark County,"8,553","8,782"
29155,MO,Pemiscot County,"15,661","15,236"
29157,MO,Perry County,"18,956","18,922"
29159,MO,Pettis County,"42,980","43,188"
29161,MO,Phelps County,"44,638","44,937"
29163,MO,Pike County,"17,587","17,761"
29165,MO,Platte County,"106,718","108,569"
29167,MO,Polk County,"31,519","32,043"
29169,MO,Pulaski County,"53,955","53,816"
29171,MO,Putnam County,"4,681","4,712"
29173,MO,Ralls County,"10,355","10,361"
29175,MO,Randolph County,"24,716","24,760"
29177,MO,Ray County,"23,158","23,008"
29179,MO,Reynolds County,"6,096","6,087"
29181,MO,Ripley County,"10,679","10,617"
29183,MO,St. Charles County,"405,262","409,981"
29185,MO,St. Clair County,"9,284","9,376"
29186,MO,Ste. Genevieve County,"18,479","18,588"
29187,MO,St. Francois County,"66,922","67,541"
29189,MO,St. Louis County,"1,004,125","997,187"
29195,MO,Saline County,"23,333","23,289"
29197,MO,Schuyler County,"4,032","4,025"
29199,MO,Scotland County,"4,716","4,693"
29201,MO,Scott County,"38,059","37,840"
29203,MO,Shannon County,"7,031","7,106"
29205,MO,Shelby County,"6,103","5,976"
29207,MO,Stoddard County,"28,672","28,479"
29209,MO,Stone County,"31,076","31,548"
29211,MO,Sullivan County,"5,999","5,934"
29213,MO,Taney County,"56,066","56,387"
29215,MO,Texas County,"24,487","24,987"
29217,MO,Vernon County,"19,707","19,595"
29219,MO,Warren County,"35,532","36,518"
29221,MO,Washington County,"23,514","23,502"
29223,MO,Wayne County,"10,974","10,914"
29225,MO,Webster County,"39,085","39,735"
29227,MO,Worth County,"1,973","1,983"
29229,MO,Wright County,"18,188","18,610"
29510,MO,St. Louis city,"301,578","293,310"
30000,MT,Montana,"1,084,225","1,104,271"
30001,MT,Beaverhead County,"9,371","9,524"
30003,MT,Big Horn County,"13,124","12,957"
30005,MT,Blaine County,"7,044","6,980"
30007,MT,Broadwater County,"6,774","7,288"
30009,MT,Carbon County,"10,473","10,847"
30011,MT,Carter County,"1,415","1,428"
30013,MT,Cascade County,"84,414","84,511"
30015,MT,Chouteau County,"5,895","5,916"
30017,MT,Custer County,"11,867","11,916"
30019,MT,Daniels County,"1,661","1,686"
30021,MT,Dawson County,"8,940","8,904"
30023,MT,Deer Lodge County,"9,421","9,491"
30025,MT,Fallon County,"3,049","3,017"
30027,MT,Fergus County,"11,446","11,617"
30029,MT,Flathead County,"104,357","108,454"
30031,MT,Gallatin County,"118,960","122,713"
30033,MT,Garfield County,"1,173","1,209"
30035,MT,Glacier County,"13,778","13,785"
30037,MT,Golden Valley County,823,831
30039,MT,Granite County,"3,309","3,344"
30041,MT,Hill County,"16,309","16,179"
30043,MT,Jefferson County,"12,085","12,470"
30045,MT,Judith Basin County,"2,023","2,044"
30047,MT,Lake County,"31,134","32,033"
30049,MT,Lewis and Clark County,"70,973","72,223"
30051,MT,Liberty County,"1,959","1,946"
30053,MT,Lincoln County,"19,677","20,525"
30055,MT,McCone County,"1,729","1,718"
30057,MT,Madison County,"8,623","8,917"
30059,MT,Meagher County,"1,927","1,964"
30061,MT,Mineral County,"4,535","4,860"
30063,MT,Missoula County,"117,922","119,533"
30065,MT,Musselshell County,"4,730","4,896"
30067,MT,Park County,"17,191","17,473"
30069,MT,Petroleum County,496,519
30071,MT,Phillips County,"4,217","4,192"
30073,MT,Pondera County,"5,898","5,994"
30075,MT,Powder River County,"1,694","1,702"
30077,MT,Powell County,"6,946","6,999"
30079,MT,Prairie County,"1,088","1,091"
30081,MT,Ravalli County,"44,174","45,959"
30083,MT,Richland County,"11,491","11,283"
30085,MT,Roosevelt County,"10,794","10,821"
30087,MT,Rosebud County,"8,329","8,124"
30089,MT,Sanders County,"12,400","12,959"
30091,MT,Sheridan County,"3,539","3,527"
30093,MT,Silver Bow County,"35,133","35,411"
30095,MT,Stillwater County,"8,963","9,044"
30097,MT,Sweet Grass County,"3,678","3,723"
30099,MT,Teton County,"6,226","6,269"
30101,MT,Toole County,"4,971","5,011"
30103,MT,Treasure County,762,768
30105,MT,Valley County,"7,578","7,537"
30107,MT,Wheatland County,"2,069","2,059"
30109,MT,Wibaux County,937,934
30111,MT,Yellowstone County,"164,731","167,146"
31000,NE,Nebraska,"1,961,504","1,963,692"
31001,NE,Adams County,"31,205","31,027"
31003,NE,Antelope County,"6,295","6,279"
31005,NE,Arthur County,434,439
31007,NE,Banner County,674,692
31009,NE,Blaine County,431,461
31011,NE,Boone County,"5,379","5,386"
31013,NE,Box Butte County,"10,842","10,604"
31015,NE,Boyd County,"1,810","1,789"
31017,NE,Brown County,"2,903","2,908"
31019,NE,Buffalo County,"50,084","50,339"
31021,NE,Burt County,"6,722","6,709"
31023,NE,Butler County,"8,369","8,444"
31025,NE,Cass County,"26,598","27,017"
31027,NE,Cedar County,"8,380","8,330"
31029,NE,Chase County,"3,893","3,826"
31031,NE,Cherry County,"5,455","5,458"
31033,NE,Cheyenne County,"9,468","9,529"
31035,NE,Clay County,"6,104","6,078"
31037,NE,Colfax County,"10,582","10,498"
31039,NE,Cuming County,"9,013","8,984"
31041,NE,Custer County,"10,545","10,460"
31043,NE,Dakota County,"21,582","21,241"
31045,NE,Dawes County,"8,199","8,148"
31047,NE,Dawson County,"24,111","23,898"
31049,NE,Deuel County,"1,838","1,865"
31051,NE,Dixon County,"5,606","5,545"
31053,NE,Dodge County,"37,167","37,103"
31055,NE,Douglas County,"584,526","585,008"
31057,NE,Dundy County,"1,654","1,635"
31059,NE,Fillmore County,"5,551","5,546"
31061,NE,Franklin County,"2,889","2,903"
31063,NE,Frontier County,"2,519","2,555"
31065,NE,Furnas County,"4,636","4,604"
31067,NE,Gage County,"21,704","21,616"
31069,NE,Garden County,"1,874","1,847"
31071,NE,Garfield County,"1,813","1,839"
31073,NE,Gosper County,"1,893","1,824"
31075,NE,Grant County,611,579
31077,NE,Greeley County,"2,188","2,169"
31079,NE,Hall County,"62,895","61,979"
31081,NE,Hamilton County,"9,429","9,386"
31083,NE,Harlan County,"3,073","3,091"
31085,NE,Hayes County,856,843
31087,NE,Hitchcock County,"2,616","2,586"
31089,NE,Holt County,"10,127","10,049"
31091,NE,Hooker County,711,734
31093,NE,Howard County,"6,475","6,531"
31095,NE,Jefferson County,"7,240","7,176"
31097,NE,Johnson County,"5,290","5,316"
31099,NE,Kearney County,"6,688","6,674"
31101,NE,Keith County,"8,335","8,279"
31103,NE,Keya Paha County,769,787
31105,NE,Kimball County,"3,434","3,412"
31107,NE,Knox County,"8,391","8,401"
31109,NE,Lancaster County,"322,608","324,514"
31111,NE,Lincoln County,"34,676","34,133"
31113,NE,Logan County,716,687
31115,NE,Loup County,607,604
31117,NE,McPherson County,399,379
31119,NE,Madison County,"35,585","35,337"
31121,NE,Merrick County,"7,668","7,665"
31123,NE,Morrill County,"4,555","4,574"
31125,NE,Nance County,"3,380","3,390"
31127,NE,Nemaha County,"7,074","7,064"
31129,NE,Nuckolls County,"4,095","4,060"
31131,NE,Otoe County,"15,912","15,930"
31133,NE,Pawnee County,"2,544","2,548"
31135,NE,Perkins County,"2,858","2,832"
31137,NE,Phelps County,"8,968","8,937"
31139,NE,Pierce County,"7,317","7,313"
31141,NE,Platte County,"34,296","34,241"
31143,NE,Polk County,"5,214","5,174"
31145,NE,Red Willow County,"10,702","10,623"
31147,NE,Richardson County,"7,871","7,759"
31149,NE,Rock County,"1,262","1,264"
31151,NE,Saline County,"14,292","14,192"
31153,NE,Sarpy County,"190,604","193,418"
31155,NE,Saunders County,"22,278","22,787"
31157,NE,Scotts Bluff County,"36,084","35,745"
31159,NE,Seward County,"17,609","17,603"
31161,NE,Sheridan County,"5,127","5,095"
31163,NE,Sherman County,"2,959","2,964"
31165,NE,Sioux County,"1,135","1,143"
31167,NE,Stanton County,"5,842","5,816"
31169,NE,Thayer County,"5,034","4,913"
31171,NE,Thomas County,669,673
31173,NE,Thurston County,"6,773","6,620"
31175,NE,Valley County,"4,059","4,066"
31177,NE,Washington County,"20,865","20,969"
31179,NE,Wayne County,"9,697","9,784"
31181,NE,Webster County,"3,395","3,411"
31183,NE,Wheeler County,774,795
31185,NE,York County,"14,125","14,244"
32000,NV,Nevada,"3,104,614","3,143,991"
32001,NV,Churchill County,"25,516","25,723"
32003,NV,Clark County,"2,265,461","2,292,476"
32005,NV,Douglas County,"49,488","49,870"
32007,NV,Elko County,"53,702","53,915"
32009,NV,Esmeralda County,729,743
32011,NV,Eureka County,"1,855","1,903"
32013,NV,Humboldt County,"17,285","17,648"
32015,NV,Lander County,"5,734","5,798"
32017,NV,Lincoln County,"4,499","4,525"
32019,NV,Lyon County,"59,235","60,903"
32021,NV,Mineral County,"4,554","4,586"
32023,NV,Nye County,"51,591","53,450"
32027,NV,Pershing County,"6,650","6,741"
32029,NV,Storey County,"4,104","4,143"
32031,NV,Washoe County,"486,492","493,392"
32033,NV,White Pine County,"9,080","9,182"
32510,NV,Carson City,"58,639","58,993"
33000,NH,New Hampshire,"1,377,529","1,388,992"
33001,NH,Belknap County,"63,705","64,460"
33003,NH,Carroll County,"50,107","51,500"
33005,NH,Cheshire County,"76,458","77,329"
33007,NH,Coos County,"31,268","31,289"
33009,NH,Grafton County,"91,118","92,201"
33011,NH,Hillsborough County,"422,937","424,079"
33013,NH,Merrimack County,"153,808","155,238"
33015,NH,Rockingham County,"314,176","316,947"
33017,NH,Strafford County,"130,889","132,416"
33019,NH,Sullivan County,"43,063","43,533"
34000,NJ,New Jersey,"9,288,994","9,267,130"
34001,NJ,Atlantic County,"274,534","274,966"
34003,NJ,Bergen County,"955,732","953,819"
34005,NJ,Burlington County,"461,860","464,269"
34007,NJ,Camden County,"523,485","523,771"
34009,NJ,Cape May County,"95,263","95,661"
34011,NJ,Cumberland County,"154,152","153,627"
34013,NJ,Essex County,"863,728","854,917"
34015,NJ,Gloucester County,"302,294","304,477"
34017,NJ,Hudson County,"724,854","702,463"
34019,NJ,Hunterdon County,"128,947","129,924"
34021,NJ,Mercer County,"387,340","385,898"
34023,NJ,Middlesex County,"863,162","860,807"
34025,NJ,Monmouth County,"643,615","645,354"
34027,NJ,Morris County,"509,285","510,981"
34029,NJ,Ocean County,"637,229","648,998"
34031,NJ,Passaic County,"524,118","518,117"
34033,NJ,Salem County,"64,837","65,046"
34035,NJ,Somerset County,"345,361","345,647"
34037,NJ,Sussex County,"144,221","145,543"
34039,NJ,Union County,"575,345","572,114"
34041,NJ,Warren County,"109,632","110,731"
35000,NM,New Mexico,"2,117,522","2,115,877"
35001,NM,Bernalillo County,"676,444","674,393"
35003,NM,Catron County,"3,579","3,731"
35005,NM,Chaves County,"65,157","64,629"
35006,NM,Cibola County,"27,172","27,184"
35007,NM,Colfax County,"12,387","12,369"
35009,NM,Curry County,"48,430","47,999"
35011,NM,De Baca County,"1,698","1,680"
35013,NM,Doña Ana County,"219,561","221,508"
35015,NM,Eddy County,"62,314","60,911"
35017,NM,Grant County,"28,185","27,889"
35019,NM,Guadalupe County,"4,452","4,449"
35021,NM,Harding County,657,639
35023,NM,Hidalgo County,"4,178","4,074"
35025,NM,Lea County,"74,455","73,004"
35027,NM,Lincoln County,"20,269","20,436"
35028,NM,Los Alamos County,"19,419","19,330"
35029,NM,Luna County,"25,427","25,532"
35031,NM,McKinley County,"72,902","71,780"
35033,NM,Mora County,"4,189","4,196"
35035,NM,Otero County,"67,839","68,537"
35037,NM,Quay County,"8,746","8,656"
35039,NM,Rio Arriba County,"40,363","40,179"
35041,NM,Roosevelt County,"19,191","19,019"
35043,NM,Sandoval County,"148,834","151,369"
35045,NM,San Juan County,"121,661","120,993"
35047,NM,San Miguel County,"27,201","27,150"
35049,NM,Santa Fe County,"154,823","155,201"
35051,NM,Sierra County,"11,576","11,502"
35053,NM,Socorro County,"16,595","16,311"
35055,NM,Taos County,"34,489","34,623"
35057,NM,Torrance County,"15,045","15,307"
35059,NM,Union County,"4,079","4,107"
35061,NM,Valencia County,"76,205","77,190"
36000,NY,New York,"20,201,249","19,835,913"
36001,NY,Albany County,"314,848","313,743"
36003,NY,Allegany County,"46,456","46,106"
36005,NY,Bronx County,"1,472,654","1,424,948"
36007,NY,Broome County,"198,683","197,240"
36009,NY,Cattaraugus County,"77,042","76,426"
36011,NY,Cayuga County,"76,248","75,880"
36013,NY,Chautauqua County,"127,657","126,807"
36015,NY,Chemung County,"84,148","83,045"
36017,NY,Chenango County,"47,220","46,537"
36019,NY,Clinton County,"79,843","79,596"
36021,NY,Columbia County,"61,570","61,778"
